Name,location,distance(km),location_score,check_in_day,check_in_week,score,price
플라자 라 레이나 (Plaza la Reina),"웨스트우드, 로스앤젤레스 (CA) ",4.9,9,2023-09-05,화,8.9,315634
더 갈랜드 (The Garland),"유니버셜 시티, 로스앤젤레스 (CA) ",4.2,9,2023-09-05,화,9.0,306982
Petit Ermitage Hotel - Adults Only,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.6,388632
쇼어 호텔 (Shore Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.5,9,2023-09-05,화,8.7,581455
Waldorf Astoria Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) ",2.0,9,2023-09-05,화,9.3,1287474
Four Seasons Hotel Los Angeles At Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) ",0.02,9,2023-09-05,화,9.3,1276951
하얏트 플레이스 파사데나 (Hyatt Place Pasadena),"파사데나, 로스앤젤레스 (CA) ",13.3,9,2023-09-05,화,8.6,241401
페어필드 인 바이 메리어트 애너하임 리조트 (Fairfield Inn by Marriott Anaheim Resort),"애너하임, 로스앤젤레스 (CA) ",39.7,9,2023-09-05,화,8.3,270791
햄튼 인 앤 스위트 로스앤젤레스/글렌데일 CA (Hampton Inn and Suites Los Angeles/Glendale CA),"글렌데일, 로스앤젤레스 (CA) ",5.8,9,2023-09-05,화,9.0,272103
호텔 카멜 바이 더 씨 (Hotel Carmel By The Sea),"산타 모니카, 로스앤젤레스 (CA) ",11.5,9,2023-09-05,화,8.0,383791
애너하임 아일랜더 인 앤 스위트 (Anaheim Islander Inn and Suites),"애너하임, 로스앤젤레스 (CA) ",40.5,9,2023-09-05,화,8.8,190253
미니 맨션 인 할리우드 힐스 (Mini Mansion in Hollywood Hills),"헐리우드, 로스앤젤레스 (CA) ",1.4,9,2023-09-05,화,8.2,190253
Moxy Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.9,268224
Disneyland Hotel,"애너하임, 로스앤젤레스 (CA) ",39.2,9,2023-09-05,화,8.9,699999
더 런던 웨스트 할리우드 앳 비벌리 힐스 (The London West Hollywood at Beverly Hills),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.9,614733
Palihotel Westwood Village,"웨스트우드, 로스앤젤레스 (CA) ",5.0,9,2023-09-05,화,8.8,333676
Hyatt Place Glendale/los Angeles,"글렌데일, 로스앤젤레스 (CA) ",6.2,9,2023-09-05,화,8.8,209446
"The Langham Huntington, Pasadena","파사데나, 로스앤젤레스 (CA) ",12.6,9,2023-09-05,화,8.9,351643
클레멘타인 호텔 앤 스위트 애너하임 (Clementine Hotel & Suites Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.4,9,2023-09-05,화,9.3,240176
Tropicana Inn and Suites,"애너하임, 로스앤젤레스 (CA) ",39.8,9,2023-09-05,화,9.4,359030
하트포드 호텔 베스트웨스턴 시그니처 컬렉션 (Hartford Hotel Best Western Signature Collection),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",15.4,9,2023-09-05,화,8.9,217069
El Don Motel - Adults Only,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",9.7,9,2023-09-05,화,10.0,217069
윌셔 모텔 (Wilshire Motel),"산타 모니카, 로스앤젤레스 (CA) ",7.4,9,2023-09-05,화,8.2,282328
그랜드 레거시 앳 더 파크 (Grand Legacy At The Park),"애너하임, 로스앤젤레스 (CA) ",40.0,9,2023-09-05,화,8.4,327785
The Adler a Hollywood Hotel,"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.8,259612
The Metric - Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.2,226256
타운플레이스 스위트 애너하임 메인게이트 니어 엔젤 스타디움 (TownePlace Suites Anaheim Maingate Near Angel Stadium),"애너하임, 로스앤젤레스 (CA) ",42.1,9,2023-09-05,화,8.6,184356
시르타즈 호텔 (Sirtaj Hotel),"비벌리 힐스, 로스앤젤레스 (CA) ",0.8,9,2023-09-05,화,8.6,299153
산타모니카 프로퍼 호텔 (Santa Monica Proper Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.0,9,2023-09-05,화,8.9,636574
"Beverly Wilshire, A Four Seasons Hotel","비벌리 힐스, 로스앤젤레스 (CA) ",1.0,9,2023-09-05,화,9.0,1148614
호텔 마리포사 로스앤젤레스 (Hotel Mariposa Los Angeles),"버뱅크, 로스앤젤레스 (CA) ",7.5,9,2023-09-05,화,9.0,217082
돌핀 코브 리조트 (Dolphins Cove Resort),"애너하임, 로스앤젤레스 (CA) ",40.9,9,2023-09-05,화,9.1,217082
Hyatt House At Anaheim Resort/convention Center,"애너하임, 로스앤젤레스 (CA) ",40.3,9,2023-09-05,화,8.6,281058
더 메이본 비벌리 힐스 (The Maybourne Beverly Hills),"비벌리 힐스, 로스앤젤레스 (CA) ",0.8,9,2023-09-05,화,9.3,1125021
SpringHill Suites Los Angeles Downey,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",16.5,9,2023-09-05,화,9.2,229723
호텔 어윈 (Hotel Erwin),"베니스 비치, 로스앤젤레스 (CA) ",11.7,9,2023-09-05,화,8.7,450710
알파인 인 니어 컨벤션 센터 앤 더 파크 (Alpine Inn near Convention Center and the Park),"애너하임, 로스앤젤레스 (CA) ",40.1,9,2023-09-05,화,8.9,200079
ITH Surf City Hostel Hermosa Beach,"비치 시티스, 로스앤젤레스 (CA) ",22.6,9,2023-09-05,화,8.2,50937
페어몬트 미라마르 호텔 앤 방갈로 (Fairmont Miramar Hotel and Bungalows),"산타 모니카, 로스앤젤레스 (CA) ",11.6,9,2023-09-05,화,8.6,691863
The Tangerine - a Burbank Hotel,"유니버셜 시티, 로스앤젤레스 (CA) ",4.1,9,2023-09-05,화,9.1,276378
오션 뷰 호텔 (Ocean View Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.6,9,2023-09-05,화,8.6,338104
WorldMark Anaheim,"애너하임, 로스앤젤레스 (CA) ",40.7,9,2023-09-05,화,8.5,338104
델타 호텔 바이 메리어트 애너하임 가든 그로브 (Delta Hotels by Marriott Anaheim Garden Grove),"애너하임, 로스앤젤레스 (CA) ",41.5,9,2023-09-05,화,8.9,216889
"선코스트 파크 호텔 애너하임, 태피스트리 컬렉션 바이 힐튼 (SunCoast Park Hotel Anaheim, Tapestry Collection by Hilton)","애너하임, 로스앤젤레스 (CA) ",40.4,9,2023-09-05,화,9.4,204965
베스트웨스턴 플러스 애너하임 인 (Best Western Plus Anaheim Inn),"애너하임, 로스앤젤레스 (CA) ",40.0,9,2023-09-05,화,8.8,396561
호텔 인디고 애너하임 (Hotel Indigo Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.4,9,2023-09-05,화,8.6,241407
햄튼 인 롱 비치 에어포트 (Hampton Inn Long Beach Airport),"롱비치, 로스앤젤레스 (CA) ",25.6,9,2023-09-05,화,9.1,229909
"리츠칼튼, 마리나 델 레이 (The Ritz-Carlton, Marina del Rey)","마리나 델 레이, 로스앤젤레스 (CA) ",10.8,9,2023-09-05,화,9.2,512064
애너하임 데저트 인 앤 스위트 (Anaheim Desert Inn & Suites),"애너하임, 로스앤젤레스 (CA) ",39.9,9,2023-09-05,화,8.6,274437
할리우드 라브레아 인 (Hollywood La Brea Inn),"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,7.4,153126
델 솔 인 애너하임 (Del Sol Inn Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.0,9,2023-09-05,화,9.2,273627
워크 오브 페임 호스텔 (Walk Of Fame Hostel),"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.3,68142
테라니아 리조트 (Terranea Resort),"팔로스 버디스, 로스앤젤레스 (CA) ",35.0,9,2023-09-05,화,8.5,737936
베스트웨스턴 플러스 호텔 앳 더 컨벤션 센터 (Best Western Plus Hotel at the Convention Center),"롱비치, 로스앤젤레스 (CA) ",30.5,9,2023-09-05,화,8.6,245380
Venice V Hotel,"베니스 비치, 로스앤젤레스 (CA) ",11.7,9,2023-09-05,화,9.4,445341
Los Angeles Marriott Burbank Airport,"버뱅크, 로스앤젤레스 (CA) ",8.7,9,2023-09-05,화,8.0,238899
Hyatt Place At Anaheim Resort/convention Center,"애너하임, 로스앤젤레스 (CA) ",40.7,9,2023-09-05,화,8.9,236140
The Peninsula Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) ",2.0,9,2023-09-05,화,9.4,1264117
Stillwell Hotel,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,7.6,157454
베이사이드 호텔 (Bayside Hotel),"산타 모니카, 로스앤젤레스 (CA) ",,9,2023-09-05,화,8.9,299999
Tradewinds Motel,"롱비치, 로스앤젤레스 (CA) ",27.6,9,2023-09-05,화,8.1,299999
하얏트 센트릭 더 파이크 롱 비치 (Hyatt Centric The Pike Long Beach),"롱비치, 로스앤젤레스 (CA) ",30.7,9,2023-09-05,화,9.0,247241
The Pierside Santa Monica,"산타 모니카, 로스앤젤레스 (CA) ",11.4,9,2023-09-05,화,7.6,544340
SW Beach Hotel,"비치 시티스, 로스앤젤레스 (CA) ",22.6,9,2023-09-05,화,8.9,375385
스테이브리지 스위트 애너하임 앳 더 파크 (Staybridge Suites Anaheim At The Park),"애너하임, 로스앤젤레스 (CA) ",38.7,9,2023-09-05,화,8.6,224336
배가본드 인 글렌데일 (Vagabond Inn Glendale),"글렌데일, 로스앤젤레스 (CA) ",5.8,9,2023-09-05,화,9.1,189658
데저트 팜 호텔 앤 스위트 (Desert Palms Hotel & Suites),"애너하임, 로스앤젤레스 (CA) ",40.2,9,2023-09-05,화,8.7,232290
말리부 비치 인 (Malibu Beach Inn),"말리부, 로스앤젤레스 (CA) ",26.4,9,2023-09-05,화,9.0,840606
캐슬 인 앤 스위트 애너하임 (Castle Inn and Suites Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.2,9,2023-09-05,화,8.6,341894
너츠 베리 팜 호텔 (Knott's Berry Farm Hotel),"부에나 파크, 로스앤젤레스 (CA) ",31.9,9,2023-09-05,화,8.5,160920
Sonder The Beacon,"산타 모니카, 로스앤젤레스 (CA) ",11.6,9,2023-09-05,화,8.0,160920
소네스타 ES 스위트 채츠워스 (Sonesta ES Suites Chatsworth),"카노가 공원, 로스앤젤레스 (CA) ",26.4,9,2023-09-05,화,9.1,285254
Hotel Amarano Burbank-Hollywood,"버뱅크, 로스앤젤레스 (CA) ",4.5,9,2023-09-05,화,9.5,322910
스프링힐 스위트 로스앤젤레스 버뱅크/다운타운 (SpringHill Suites Los Angeles Burbank/Downtown),"버뱅크, 로스앤젤레스 (CA) ",7.6,9,2023-09-05,화,8.6,260524
워너 센터 메리어트 우드랜드 힐스 (Warner Center Marriott Woodland Hills),"카노가 공원, 로스앤젤레스 (CA) ",22.0,9,2023-09-05,화,8.6,327965
"홈 2 스위트 바이 힐튼 애너하임 리조트 캘리포니아 (Home2 Suites by Hilton Anaheim Resort, CA)","애너하임, 로스앤젤레스 (CA) ",39.8,9,2023-09-05,화,9.0,274642
웨스트드리프트 맨하탄 비치 오토그래프 컬렉션 (Westdrift Manhattan Beach Autograph Collection),"비치 시티스, 로스앤젤레스 (CA) ",18.2,9,2023-09-05,화,10.0,293891
힐튼 가든 인 버뱅크 다운타운 (Hilton Garden Inn Burbank Downtown),"버뱅크, 로스앤젤레스 (CA) ",7.6,9,2023-09-05,화,8.5,277209
오메오 스위트 (Omeo Suites),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",8.4,9,2023-09-05,화,7.6,134754
"리츠칼튼, 로스앤젤레스 (The Ritz-Carlton, Los Angeles)","로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.7,794405
Cozy Hollywood Get Away,"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.6,794405
"사파리 인, 어 코스트 호텔 (Safari Inn, a Coast Hotel)","버뱅크, 로스앤젤레스 (CA) ",5.7,9,2023-09-05,화,9.3,216889
Residence Inn at Anaheim Resort/Convention Center,"애너하임, 로스앤젤레스 (CA) ",40.2,9,2023-09-05,화,8.8,299153
데이즈 인 바이 윈덤 알함브라 (Days Inn by Wyndham Alhambra CA),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",11.4,9,2023-09-05,화,8.5,142901
Calamigos Guest Ranch and Beach Club,"말리부, 로스앤젤레스 (CA) ",39.4,9,2023-09-05,화,9.2,843173
더 비치 하우스 호텔 헤르모사 (The Beach House Hotel Hermosa),"비치 시티스, 로스앤젤레스 (CA) ",22.5,9,2023-09-05,화,9.2,473563
킴튼 라 피어 호텔 (Kimpton La Peer Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.9,409638
더 퍼시픽 인 (The Pacific Inn),"롱비치, 로스앤젤레스 (CA) ",35.4,9,2023-09-05,화,9.1,242081
샤토 마몽 (Chateau Marmont),"웨스트 할리우드, 로스앤젤레스 (CA) ",,9,2023-09-05,화,8.8,759175
스튜디오 인 앤 스위트 다우니 (Studio Inn & Suites Downey),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",16.9,9,2023-09-05,화,8.9,139125
Broadlind Hotel,"롱비치, 로스앤젤레스 (CA) ",30.4,9,2023-09-05,화,7.4,139125
더 키니 - 베니스 비치 (The Kinney - Venice Beach),"베니스 비치, 로스앤젤레스 (CA) ",10.7,9,2023-09-05,화,8.4,230656
Dusk Hotel Hollywood,"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,7.5,179659
셔터스 온 더 비치 (Shutters On The Beach),"산타 모니카, 로스앤젤레스 (CA) ",11.5,9,2023-09-05,화,9.1,843605
Saga Motor Hotel Pasadena,"파사데나, 로스앤젤레스 (CA) ",15.4,9,2023-09-05,화,8.8,144379
Hotel 850 SVB West Hollywood at Beverly Hills,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.4,451694
스테이브리지 스위트 롱 비치 에어포트 (Staybridge Suites Long Beach Airport),"롱비치, 로스앤젤레스 (CA) ",27.9,9,2023-09-05,화,8.9,238899
"더 포르토피노 호텔 앤 마리나, 어 노블 하우스 호텔 (The Portofino Hotel & Marina, a Noble House Hotel)","비치 시티스, 로스앤젤레스 (CA) ",24.4,9,2023-09-05,화,8.5,266057
The Beverly Hills Hotel - Dorchester Collection,"비벌리 힐스, 로스앤젤레스 (CA) ",2.2,9,2023-09-05,화,9.6,1572125
"The Shay, A Destination By Hyatt Hotel","컬버 시티, 로스앤젤레스 (CA) ",4.2,9,2023-09-05,화,9.1,512693
Residence Inn Long Beach Downtown,"롱비치, 로스앤젤레스 (CA) ",31.3,9,2023-09-05,화,8.6,279774
레지던스 인 로스앤젤레스 버뱅크/다운타운 (Residence Inn Los Angeles Burbank/Downtown),"버뱅크, 로스앤젤레스 (CA) ",7.5,9,2023-09-05,화,8.6,260524
Welcome Inn,"파사데나, 로스앤젤레스 (CA) ",8.3,9,2023-09-05,화,8.1,127605
레지던스 인 애너하임 리조트 에어리아/가든 그로브 (Residence Inn Anaheim Resort Area/Garden Grove),"애너하임, 로스앤젤레스 (CA) ",41.4,9,2023-09-05,화,8.9,234959
Sea Shore Motel,"산타 모니카, 로스앤젤레스 (CA) ",,9,2023-09-05,화,8.7,246369
코트야드 롱 비치 다운타운 (Courtyard Long Beach Downtown),"롱비치, 로스앤젤레스 (CA) ",30.6,9,2023-09-05,화,8.2,281058
Brentwood Inn,"산타 모니카, 로스앤젤레스 (CA) ",8.2,9,2023-09-05,화,8.9,242448
Gateway Inn Gardena Los Angeles South,"토런스, 로스앤젤레스 (CA) ",16.6,9,2023-09-05,화,8.1,191222
코스트 애너벨 호텔 (Coast Anabelle Hotel),"버뱅크, 로스앤젤레스 (CA) ",5.6,9,2023-09-05,화,9.6,332392
비벌리 힐스 셀레브리티 홈 (Beverly Hills Celebrity Home),"비벌리 힐스, 로스앤젤레스 (CA) ",1.6,9,2023-09-05,화,10.0,332392
그랜드뷰 인 (Grandview Inn),"비치 시티스, 로스앤젤레스 (CA) ",22.4,9,2023-09-05,화,8.6,317737
"오세아나 산타모니카, LXR 호텔 & 리조트 (Oceana Santa Monica, LXR Hotels & Resorts)","산타 모니카, 로스앤젤레스 (CA) ",11.9,9,2023-09-05,화,10.0,1219199
레지던스 인 로스앤젤레스 파사데나/올드 타운 (Residence Inn Los Angeles Pasadena/Old Town),"파사데나, 로스앤젤레스 (CA) ",13.0,9,2023-09-05,화,10.0,377310
아이레스 호텔 실 비치 (Ayres Hotel Seal Beach),"애너하임, 로스앤젤레스 (CA) ",33.7,9,2023-09-05,화,8.9,229851
더 올랜도 호텔 (The Orlando Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.7,315164
레지던스 인 바이 메리어트 로스앤젤레스 글렌데일 (Residence Inn by Marriott Los Angeles Glendale),"글렌데일, 로스앤젤레스 (CA) ",6.5,9,2023-09-05,화,9.0,315708
레지던스 인 패서디나 아카디아 (Residence Inn Pasadena Arcadia),"파사데나, 로스앤젤레스 (CA) ",22.4,9,2023-09-05,화,10.0,252823
호텔 실로 글렌데일 (Hotel Xilo Glendale),"글렌데일, 로스앤젤레스 (CA) ",6.1,9,2023-09-05,화,8.4,192942
스프링힐 스위트 앳 애너하임 리조트/컨벤션 센터 (SpringHill Suites at Anaheim Resort/Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.3,9,2023-09-05,화,9.0,252952
베니스 비치 하우스 (Venice Beach House),"베니스 비치, 로스앤젤레스 (CA) ",12.0,9,2023-09-05,화,8.8,252952
Sea Sprite Ocean Front Hotel,"비치 시티스, 로스앤젤레스 (CA) ",22.7,9,2023-09-05,화,9.5,381536
Glenridge Inn Glendale - Pasadena,"글렌데일, 로스앤젤레스 (CA) ",7.2,9,2023-09-05,화,8.1,173255
Mid City Inn & Suites Pico Rivera,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",15.1,9,2023-09-05,화,8.9,159256
이코노미 인 모텔 실마르 (Economy Inn Motel Sylmar),"산타 클라리타, 로스앤젤레스 (CA) ",23.5,9,2023-09-05,화,8.8,165554
더 조지언 호텔 (The Georgian Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.5,9,2023-09-05,화,8.4,712269
DAY N NIGHT Inn,"유니버셜 시티, 로스앤젤레스 (CA) ",4.0,9,2023-09-05,화,9.8,177371
Aspire Inn Studios & Spas,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",19.3,9,2023-09-05,화,9.0,181661
팔리하우스 산타 모니카 (Palihouse Santa Monica),"산타 모니카, 로스앤젤레스 (CA) ",,9,2023-09-05,화,8.4,487680
베니스 비치 호스텔 (Venice Beach Hostel),"베니스 비치, 로스앤젤레스 (CA) ",,9,2023-09-05,화,7.5,70585
Artist Housing - Downtown,"코리아타운, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,10.0,70585
선셋 타워 호텔 (Sunset Tower Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.2,673768
리베라 모텔 - 피코 리베라 (Rivera Motel - Pico Rivera),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",15.2,9,2023-09-05,화,7.4,139887
Sierra Inn,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",18.3,9,2023-09-05,화,10.0,126367
3 bedroom in Lake Balboa,"카노가 공원, 로스앤젤레스 (CA) ",14.8,9,2023-09-05,화,10.0,378593
Sunshine Motel,"롱비치, 로스앤젤레스 (CA) ",24.1,9,2023-09-05,화,10.0,154004
(C19) LA/Beverly Hills Hotel Style Suite,"비벌리 힐스, 로스앤젤레스 (CA) ",0.8,9,2023-09-05,화,4.7,160549
Best Inn Rosemead,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",15.1,9,2023-09-05,화,7.7,128337
Town House Motel,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",14.3,9,2023-09-05,화,8.2,108541
Passport Inn,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",18.3,9,2023-09-05,화,7.8,102105
Bright modern new coastal home with inspiring details in Santa Monica,"산타 모니카, 로스앤젤레스 (CA) ",10.7,9,2023-09-05,화,9.3,102105
Shared Home,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",11.7,9,2023-09-05,화,9.5,142700
베니스 온 더 비치 호텔 (Venice on the Beach Hotel),"베니스 비치, 로스앤젤레스 (CA) ",12.0,9,2023-09-05,화,8.5,319383
Luxury Apartment At Hollywood,"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.0,422228
오시아나 비치 클럽 호텔 (Oceana Beach Club Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.9,9,2023-09-05,화,9.0,1147343
버젯 인 애너하임 니어 디즈니랜드 드라이브 (Budget Inn Anaheim near Disneyland Drive),"애너하임, 로스앤젤레스 (CA) ",38.7,9,2023-09-05,화,9.0,152721
Brand New WeHo Luxury Apartment,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.3,250359
Hotel Bel-Air - Dorchester Collection,"비벌리 힐스, 로스앤젤레스 (CA) ",5.2,9,2023-09-05,화,9.6,1401785
Spacious Home with Garden & Pool,"카노가 공원, 로스앤젤레스 (CA) ",19.3,9,2023-09-05,화,9.3,589066
베스트 웨스턴 플러스 미디어 센터 인 앤 스위트 (Best Western Plus Media Center Inn and Suites),"유니버셜 시티, 로스앤젤레스 (CA) ",4.0,9,2023-09-05,화,8.3,332893
The Surfrider Malibu,"말리부, 로스앤젤레스 (CA) ",26.8,9,2023-09-05,화,8.8,768737
Crystal Palace Inn,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",7.6,9,2023-09-05,화,10.0,180005
호텔 414 애너하임 (Hotel 414 Anaheim),"애너하임, 로스앤젤레스 (CA) ",39.4,9,2023-09-05,화,9.2,182228
LUX -- A Perfect Home in South Bay 10 Mins to Beaches,"토런스, 로스앤젤레스 (CA) ",27.2,9,2023-09-05,화,10.0,449179
Silverlake and Echo Park with Free Parking - 6min to Downtown and Hollywood -,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",1.3,9,2023-09-05,화,9.1,242556
Contemporary 5 bed- 4 bath Beverly Hills Home,"비벌리 힐스, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,10.0,1540054
All 8 Motel,"롱비치, 로스앤젤레스 (CA) ",28.8,9,2023-09-05,화,7.1,109086
배가본드 인 이그제큐티브 패사데나 (Vagabond Inn Executive Pasadena),"파사데나, 로스앤젤레스 (CA) ",,9,2023-09-05,화,8.8,179222
Magic Castle Hotel,"헐리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.7,499999
Super 7 Motel,"애너하임, 로스앤젤레스 (CA) ",39.0,9,2023-09-05,화,7.6,499999
Hostel Home town,"버뱅크, 로스앤젤레스 (CA) ",10.8,9,2023-09-05,화,10.0,57752
Bell Gardens Inn Los Angeles - Bell Gardens,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",10.3,9,2023-09-05,화,9.6,126303
Hollywood Suite 1 Bdrm,"코리아타운, 로스앤젤레스 (CA) ",0.7,9,2023-09-05,화,8.7,235049
Unik Motel,"팔로스 버디스, 로스앤젤레스 (CA) ",27.6,9,2023-09-05,화,9.3,135772
오션 로지 산타 모니카 비치 호텔 (Ocean Lodge Santa Monica Beach Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.4,9,2023-09-05,화,8.5,355493
H2O Hermosa,"비치 시티스, 로스앤젤레스 (CA) ",22.3,9,2023-09-05,화,9.2,426682
Sun Light Motel,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",16.2,9,2023-09-05,화,8.4,153345
Arroyo Vista Inn,"파사데나, 로스앤젤레스 (CA) ",9.5,9,2023-09-05,화,9.5,199999
아메리칸 인 다우니 (American Inn Downey),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",17.2,9,2023-09-05,화,10.0,135283
다운타운 코스모폴리탄 레지던스 (Downtown Cosmopolitan Residences),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,8.2,135283
빌라 브라질 모텔 (Villa Brasil Motel),"컬버 시티, 로스앤젤레스 (CA) ",8.0,9,2023-09-05,화,9.8,205339
Topanga Canyon Inn Bed and Breakfast,"말리부, 로스앤젤레스 (CA) ",17.6,9,2023-09-05,화,8.7,372279
Eagle Rock Motel,"파사데나, 로스앤젤레스 (CA) ",8.9,9,2023-09-05,화,10.0,200340
스튜디오 시티 인 (Studio City Inn),"유니버셜 시티, 로스앤젤레스 (CA) ",,9,2023-09-05,화,8.2,1282084
리갈 인 (Regal Inn),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",5.7,9,2023-09-05,화,7.5,166825
Sahara Inn,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",4.4,9,2023-09-05,화,6.4,95132
Malibu Private Beach Apartments,"말리부, 로스앤젤레스 (CA) ",26.3,9,2023-09-05,화,8.4,383727
Huttopia Paradise Springs,"산타 모니카, 로스앤젤레스 (CA) ",54.8,9,2023-09-05,화,8.8,211756
Home in trendy Los Feliz Silverlake,"헐리우드, 로스앤젤레스 (CA) ",0.4,9,2023-09-05,화,9.9,321099
로드웨이 인 레가로지 (Rodeway Inn Regalodge),"글렌데일, 로스앤젤레스 (CA) ",5.8,9,2023-09-05,화,8.5,321099
"Stunning, Newly Remodeled Bright Home","카노가 공원, 로스앤젤레스 (CA) ",23.5,9,2023-09-05,화,9.9,512320
Tulum Vibes 1 Bedroom Apartment near Boats in Marina Del Rey,"마리나 델 레이, 로스앤젤레스 (CA) ",10.4,9,2023-09-05,화,8.9,229851
2 Bedroom in Studio City colfax,"유니버셜 시티, 로스앤젤레스 (CA) ",5.5,9,2023-09-05,화,10.0,229851
5M New Jetliner View Modern West Hollywood Hills Oasis,"웨스트 할리우드, 로스앤젤레스 (CA) ",1.2,9,2023-09-05,화,9.7,883599
Americana lifestyle…,"글렌데일, 로스앤젤레스 (CA) ",6.3,9,2023-09-05,화,9.7,293249
The Spanish Palace,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.8,371047
New WeHo Luxury Apartment,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,9.9,250359
Central Apartment in a Hip Walkable Neighborhood NRP23-01143,"롱비치, 로스앤젤레스 (CA) ",30.9,9,2023-09-05,화,9.8,223306
5 bedroom villa,"버뱅크, 로스앤젤레스 (CA) ",10.7,9,2023-09-05,화,10.0,675693
Beach oasis private entrance,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.3,9,2023-09-05,화,9.1,675693
New Luxury Apartment WeHo Boys Town,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,9,2023-09-05,화,7.0,238578
"Malibu Ocean View w/Hot Tub, Mins to Beach & Hike","말리부, 로스앤젤레스 (CA) ",38.2,9,2023-09-05,화,10.0,783149
STARHIT Beverly room SPA,"비벌리 힐스, 로스앤젤레스 (CA) ",1.6,9,2023-09-05,화,10.0,195072
더 씨 뷰 인 앳 더 비치 (The Sea View Inn At The Beach),"비치 시티스, 로스앤젤레스 (CA) ",18.7,9,2023-09-05,화,8.6,282341
The Patrician Hollywood Universal,"파사데나, 로스앤젤레스 (CA) ",11.0,9,2023-09-05,화,10.0,291389
The Village,"버뱅크, 로스앤젤레스 (CA) ",9.1,9,2023-09-05,화,10.0,211756
