Name,location,distance(km),location_score,check_in_day,check_in_week,score,price
로스엔젤레스 다운타운에 있는 숙소 (4성급) (4-star hotel in the Downtown Los Angeles neighborhood),"로스엔젤레스 다운타운, 로스앤젤레스 (CA)",,7,2023-09-10,일,8.0,143147
아벤투라 호텔 (Aventura Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.06,7,2023-09-10,일,8.5,181760
Sonesta Los Angeles Airport LAX,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.2,7,2023-09-10,일,7.9,167325
Rotex Western Inn - Adults Only,"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.3,131994
로우스 할리우드 호텔 (Loews Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.5,299999
더 라인 호텔 (The LINE Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.9,266992
미야코 호텔 로스앤젤레스 (Miyako Hotel Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.7,211086
하워드 존슨 바이 윈덤 애너하임 호텔 앤 워터 플레이그라운드 (Howard Johnson by Wyndham Anaheim Hotel & Water Playground),"애너하임, 로스앤젤레스 (CA) ",39.7,7,2023-09-10,일,8.8,211086
소피텔 로스 앤젤레스 앳 비벌리 힐스 호텔 (Sofitel Los Angeles at Beverly Hills Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.3,364541
로스앤젤레스 국제공항 (LAX)에 있는 숙소 (4성급) (4-star hotel in the LAX – Los Angeles International Airport neighborhood),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA)",,7,2023-09-10,일,7.0,206943
킹스 인 애너하임 앳 더 파크 앤 컨벤션 센터 (Kings Inn Anaheim at The Park & Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.4,7,2023-09-10,일,8.6,135301
Libra Hotel - Adults Only,"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.9,42980
레닥 게이트웨이 호텔 인 토랜스 (Redac Gateway Hotel in Torrance),"토런스, 로스앤젤레스 (CA) ",22.0,7,2023-09-10,일,8.1,128520
애너하임에 있는 숙소 (4성급) (4-star hotel in the Anaheim neighborhood),"애너하임, 로스앤젤레스 (CA)",,7,2023-09-10,일,8.0,209215
프리핸드 로스앤젤레스 (Freehand Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,25971
힐튼 로스앤젤레스 에어포트 (Hilton Los Angeles Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.1,7,2023-09-10,일,7.8,188912
쉐라톤 게이트웨이 로스앤젤레스 호텔 (Sheraton Gateway Los Angeles Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.2,7,2023-09-10,일,8.0,178388
베스트웨스턴 플러스 호텔 앳 더 컨벤션 센터 (Best Western Plus Hotel at the Convention Center),"롱비치, 로스앤젤레스 (CA) ",30.5,7,2023-09-10,일,8.6,178388
가든 스위트 호텔 (Garden Suite Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.4,181942
로스엔젤레스 다운타운에 있는 숙소 (4성급) (4-star hotel in the Downtown Los Angeles neighborhood),"로스엔젤레스 다운타운, 로스앤젤레스 (CA)",,7,2023-09-10,일,8.0,231459
citizenM Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.9,194982
Anaheim Marriott Suites,"애너하임, 로스앤젤레스 (CA) ",41.5,7,2023-09-10,일,8.1,178388
Hotel Indigo Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.4,264508
애너하임에 있는 숙소 (3.5성급) (3.5-star hotel in the Anaheim neighborhood),"애너하임, 로스앤젤레스 (CA)",,7,2023-09-10,일,8.0,254913
옥스퍼드 팰리스 호텔 (Oxford Palace Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.4,292608
세임선 할리우드 (포멀리 워크 오프 페임 호스텔) (Samesun Hollywood (formerly Walk of Fame Hostel)),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.3,43568
홀리데이 인 로스앤젤레스 - LAX 에어포트 (Holiday Inn Los Angeles - LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,7,2023-09-10,일,7.6,186088
알암브라 호텔 (Alhambra Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",9.3,7,2023-09-10,일,8.4,186088
H 바이 H 호스피탈리티 (H by H Hospitality),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.0,195072
글렌데일에 있는 숙소 (3성급) (3-star hotel in the Glendale neighborhood),"글렌데일, 로스앤젤레스 (CA)",,7,2023-09-10,일,8.0,229305
E 센트럴 호텔 다운타운 로스앤젤레스 (E Central Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.6,178527
킴튼 에벌리 호텔 (Kimpton Everly Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.3,258907
라마다 바이 윈덤 로스앤젤레스/윌셔 센터 (Ramada by Wyndham Los Angeles/Wilshire Center),"코리아타운, 로스앤젤레스 (CA) ",0.03,7,2023-09-10,일,7.2,182002
Luskin Hotel,"웨스트우드, 로스앤젤레스 (CA) ",5.2,7,2023-09-10,일,9.4,320933
Anaheim Majestic Garden Hotel,"애너하임, 로스앤젤레스 (CA) ",38.7,7,2023-09-10,일,8.4,176964
베스트웨스턴 플러스 선셋 플라자 호텔 (Best Western Plus Sunset Plaza Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,460716
하얏트 리젠시 로스앤젤레스 인터내셔널 에어포트 (Hyatt Regency Los Angeles International Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.3,7,2023-09-10,일,8.3,237513
더블트리 바이 힐튼 로스엔젤레스 다운타운 호텔 (Doubletree by Hilton Los Angeles Downtown Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.6,242855
Orange Drive Hostel - Adults Only,"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.7,49089
더블트리 바이 힐튼 랙스 엘 세군도 (Doubletree By Hilton Lax El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",16.1,7,2023-09-10,일,7.4,193091
라 퀸타 인 앤 스위트 바이 윈덤 LAX (La Quinta Inn & Suites by Wyndham LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,7,2023-09-10,일,7.6,157272
애너하임 호텔 (Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) ",40.1,7,2023-09-10,일,8.4,255132
윌셔 크레스트 호텔 (Wilshire Crest Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,213083
에이스 호텔 다운타운 로스앤젤레스 (Ace Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.1,245807
더 할리우드 루즈벨트 (The Hollywood Roosevelt),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.6,326181
Hotel Koxie,"코리아타운, 로스앤젤레스 (CA) ",0.3,7,2023-09-10,일,7.3,130024
USC 호텔 (USC Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",2.3,7,2023-09-10,일,8.6,199999
더 웨스틴 로스앤젤레스 공항 (The Westin Los Angeles Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.1,7,2023-09-10,일,8.0,211756
라마다 플라자 바이 윈덤 웨스트 할리우드 호텔 앤 스위트 (Ramada Plaza by Wyndham West Hollywood Hotel & Suites),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.2,255644
호텔 노르망디 로스앤젤레스 (Hotel Normandie Los Angeles),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.1,175612
뉴 서울 호텔 (New Seoul Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.04,7,2023-09-10,일,8.5,218237
비벌리 힐스 플라자 호텔 앤 스파 (Beverly Hills Plaza Hotel and Spa),"비벌리 힐스, 로스앤젤레스 (CA) ",3.3,7,2023-09-10,일,8.3,332753
LAX Stadium Inn,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",14.1,7,2023-09-10,일,7.5,332753
더 가드프리 호텔 할리우드 (The Godfrey Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,279184
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills","비벌리 힐스, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,481520
할리우드 셀레브리티 호텔 (Hollywood Celebrity Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.8,221946
수 카사 앳 베니스 비치 (Su Casa at Venice Beach),"베니스 비치, 로스앤젤레스 (CA) ",11.6,7,2023-09-10,일,8.8,342517
소네스타 실렉트 로스앤젤레스 LAX 엘 세군도 (Sonesta Select Los Angeles LAX El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.8,7,2023-09-10,일,7.9,143031
비벌리 힐스 메리어트 (Beverly Hills Marriott),"비벌리 힐스, 로스앤젤레스 (CA) ",1.3,7,2023-09-10,일,7.5,368455
쉐라톤 그랜드 로스앤젤레스 (Sheraton Grand Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.4,345226
가와다 (Kawada Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.4,7,2023-09-10,일,7.5,186622
힐튼 산타 모니카 호텔 앤 스위트 (Hilton Santa Monica Hotel & Suites),"산타 모니카, 로스앤젤레스 (CA) ",11.1,7,2023-09-10,일,8.1,478137
베본셔 로지 모텔 (Bevonshire Lodge Motel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.4,478137
로스앤젤레스 에어포트 메리어트 (Los Angeles Airport Marriott),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.2,7,2023-09-10,일,8.1,228439
포 포인츠 바이 쉐라톤 로스앤젤레스 웨스트사이드 (Four Points by Sheraton Los Angeles Westside),"컬버 시티, 로스앤젤레스 (CA) ",9.2,7,2023-09-10,일,8.1,234959
힐튼 로스앤젤레스/유니버설 시티 (Hilton Los Angeles/Universal City),"유니버셜 시티, 로스앤젤레스 (CA) ",2.9,7,2023-09-10,일,8.3,376246
패서디나 호텔 앤 풀 (Pasadena Hotel & Pool),"파사데나, 로스앤젤레스 (CA) ",14.2,7,2023-09-10,일,8.6,180663
"호텔 룰루 BW 프리미어 컬렉션 (Hotel Lulu, BW Premier Collection)","애너하임, 로스앤젤레스 (CA) ",40.4,7,2023-09-10,일,8.5,217082
힐튼 아나헤임 (Hilton Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) ",40.3,7,2023-09-10,일,8.0,207948
O Hotel by LuxUrban,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.0,181383
데이즈 인 바이 윈덤 로스앤젤레스 LAX/ 레돈도&맨해튼비치 (Days Inn by Wyndham Los Angeles LAX/ Redondo&ManhattanBeach),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",18.2,7,2023-09-10,일,8.0,119791
굿 나이트 인 부에나 파크 (Good Nite Inn Buena Park ),"부에나 파크, 로스앤젤레스 (CA) ",29.7,7,2023-09-10,일,8.0,100488
엘 란초 인 (El Rancho Inn),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",14.9,7,2023-09-10,일,8.1,100488
Samesun Venice Beach,"베니스 비치, 로스앤젤레스 (CA) ",11.7,7,2023-09-10,일,8.2,58082
Sheraton Park Hotel at the Anaheim Resort,"애너하임, 로스앤젤레스 (CA) ",40.4,7,2023-09-10,일,8.3,333804
더 웨스틴 보나벤처 호텔 앤 스위트 (The Westin Bonaventure Hotel and Suites),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.4,370893
Rumi hostel - Adults Only,"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,33331
미카도 호텔 (Mikado Hotel),"버뱅크, 로스앤젤레스 (CA) ",7.3,7,2023-09-10,일,7.8,141802
슈퍼 8 바이 윈덤 애너하임 - 디즈니랜드 드라이브 (Super 8 By Wyndham Anaheim - Disneyland Drive),"애너하임, 로스앤젤레스 (CA) ",38.6,7,2023-09-10,일,7.6,138863
쉘터 호텔 (Shelter Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,215653
HI 로스앤젤레스 - 산타 모니카 호스텔 (HI Los Angeles - Santa Monica Hostel),"산타 모니카, 로스앤젤레스 (CA) ",11.4,7,2023-09-10,일,8.8,61602
Four Points by Sheraton Anaheim,"애너하임, 로스앤젤레스 (CA) ",39.1,7,2023-09-10,일,7.7,206622
피콕 스위트 (Peacock Suites),"애너하임, 로스앤젤레스 (CA) ",40.8,7,2023-09-10,일,8.7,206622
코트야드 로스앤젤레스 파사데나/몬로비아 (Courtyard Los Angeles Pasadena/Monrovia),"파사데나, 로스앤젤레스 (CA) ",23.0,7,2023-09-10,일,8.2,160549
Travelodge by Wyndham LAX,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.3,7,2023-09-10,일,7.4,159839
할리우드 시티 인 (Hollywood City Inn),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.8,148423
코르토나 인 & 스위트 애너하임 리조트 (Cortona Inn and Suites Anaheim Resort),"애너하임, 로스앤젤레스 (CA) ",40.6,7,2023-09-10,일,7.9,135102
Wingate by Wyndham Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.3,7,2023-09-10,일,6.4,206973
8th and Ardmore,"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,31692
Solara Inn and Suites,"애너하임, 로스앤젤레스 (CA) ",39.0,7,2023-09-10,일,7.4,122428
더 커머스 카지노 앤 호텔 (The Commerce Casino & Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",10.2,7,2023-09-10,일,7.7,154750
안다즈 웨스트 할리우드 (Andaz West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.7,388848
게이트웨이 호텔 산타 모니카 (Gateway Hotel Santa Monica),"산타 모니카, 로스앤젤레스 (CA) ",9.4,7,2023-09-10,일,8.3,323765
더 딕시 할리우드 호텔 (The Dixie Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.6,193785
쇼트 스토리 호텔 (Short Stories Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.6,312452
윈덤 애너하임 (Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.4,7,2023-09-10,일,8.9,255249
Conrad Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,9.0,467980
힐튼 패서디나 호텔 (Hilton Pasadena Hotel),"파사데나, 로스앤젤레스 (CA) ",13.3,7,2023-09-10,일,8.3,321424
베스트웨스턴 플러스 스토발 인 (Best Western Plus Stovall Inn),"애너하임, 로스앤젤레스 (CA) ",39.7,7,2023-09-10,일,8.4,218301
"The Viv Hotel, Anaheim, a Tribute Portfolio Hotel","애너하임, 로스앤젤레스 (CA) ",40.5,7,2023-09-10,일,9.0,270791
하얏트 리젠시 오렌지 카운티 (Hyatt Regency Orange County),"애너하임, 로스앤젤레스 (CA) ",41.4,7,2023-09-10,일,8.6,227990
호텔 웨스트 인 할리우드 (Hotel West Inn Hollywood LA),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.0,227990
베스트웨스턴 플러스 LA 미드-타운 호텔 (Best Western Plus LA Mid-Town Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.9,229723
호텔 델 플로레스 (Hotel del Flores),"비벌리 힐스, 로스앤젤레스 (CA) ",0.9,7,2023-09-10,일,6.1,140721
나이트 인 앳 유니버설 시티 (Nite Inn at Universal City),"유니버셜 시티, 로스앤젤레스 (CA) ",3.2,7,2023-09-10,일,8.1,192584
비포시텔 애너하임 (Bposhtels Anaheim),"애너하임, 로스앤젤레스 (CA) ",41.2,7,2023-09-10,일,7.9,36847
더 호텔 할리우드 (The Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) ",,7,2023-09-10,일,7.8,143820
할리우드 호텔 - 더 호텔 오브 할리우드 니어 유니버설 스튜디오 (Hollywood Hotel - The Hotel of Hollywood Near Universal Studios),"헐리우드, 로스앤젤레스 (CA) ",0.2,7,2023-09-10,일,7.3,208714
홀리데이 인 익스프레스 로스앤젤레스 LAX 에어포트 (Holiday Inn Express Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",11.7,7,2023-09-10,일,8.5,274641
Sonesta Anaheim Resort Area,"애너하임, 로스앤젤레스 (CA) ",41.6,7,2023-09-10,일,8.1,156109
페어필드 인 앤 스위트 로스앤젤레스 LAX/엘 세군도 (Fairfield Inn & Suites Los Angeles LAX/El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.9,7,2023-09-10,일,8.1,178388
라스 팔마스 호텔 (Las Palmas Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.5,178388
힐튼 체커스 로스앤젤레스 호텔 (Hilton Checkers Los Angeles Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.9,258159
알라모 인 앤드 스위트 - 컨벤션 센터 (Alamo Inn and Suites - Convention Center),"애너하임, 로스앤젤레스 (CA) ",39.6,7,2023-09-10,일,8.6,186537
오션 파크 호텔 (Ocean Park Hotel),"산타 모니카, 로스앤젤레스 (CA) ",,7,2023-09-10,일,7.6,122236
엘란 호텔 (Elan Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.7,276181
"Hotel Figueroa, In The Unbound Collection By Hyatt","로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.9,234523
마마 쉘터 로스앤젤레스 (Mama Shelter Los Angeles),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,9.0,218314
르네상스 로스앤젤레스 에어포트 호텔 (Renaissance Los Angeles Airport Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.9,7,2023-09-10,일,8.1,173255
라마다 바이 윈덤 로스앤젤레스/다운타운 웨스트 (Ramada by Wyndham Los Angeles/Downtown West),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,6.9,175098
레지던스 인 로스앤젤레스 L.A. 라이브 (Residence Inn Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.9,383727
스테이플스 센터 인 (Metropolitan Inn & Suites),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.1,383727
데이즈 인 바이 윈덤 부에나 파크 (Days Inn by Wyndham Buena Park),"부에나 파크, 로스앤젤레스 (CA) ",30.6,7,2023-09-10,일,7.0,110634
호돈 플라자 인 LAX (Hawthorne Plaza Inn Near LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",14.8,7,2023-09-10,일,7.9,111480
애너하임 메리어트 (Anaheim Marriott),"애너하임, 로스앤젤레스 (CA) ",40.3,7,2023-09-10,일,8.7,216889
Aloft El Segundo - Los Angeles Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.9,7,2023-09-10,일,8.5,182238
시티 센터 호텔 로스엔젤레스 (City Center Hotel Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,5.9,104986
홀리데이 인 익스프레스 웨스트 로스앤젤레스 (Holiday Inn Express West Los Angeles),"웨스트우드, 로스앤젤레스 (CA) ",5.8,7,2023-09-10,일,8.1,247677
파크 플라자 로지 호텔 (Park Plaza Lodge Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.7,320842
Omni Los Angeles at California Plaza,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.6,264502
드림 할리우드 (Dream Hollywood),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.3,292665
MyStayLA,"코리아타운, 로스앤젤레스 (CA) ",1.8,7,2023-09-10,일,8.3,292665
할리우드 인 스위트 호텔 (Hollywood Inn Suites Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.6,7,2023-09-10,일,7.9,155929
Petit Ermitage Hotel - Adults Only,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.6,413908
쉐라톤 유니버셜 호텔 (Sheraton Universal Hotel),"유니버셜 시티, 로스앤젤레스 (CA) ",2.9,7,2023-09-10,일,8.3,384664
듄스 인 윌셔 - 성인 전용 (Dunes Inn Wilshire),"코리아타운, 로스앤젤레스 (CA) ",0.04,7,2023-09-10,일,7.9,185053
할리우드 히스토릭 호텔 (Hollywood Historic Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.1,260295
모텔 6 로스앤젤레스 LAX (Motel 6 Los Angeles LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,7,2023-09-10,일,7.3,137304
메종 140 (Maison 140),"비벌리 힐스, 로스앤젤레스 (CA) ",1.9,7,2023-09-10,일,7.2,192088
로얄 팰리스 웨스트우드 호텔 (Royal Palace Westwood Hotel),"웨스트우드, 로스앤젤레스 (CA) ",5.0,7,2023-09-10,일,8.3,269507
클라리온 호텔 애너하임 리조트 (Clarion Hotel Anaheim Resort),"애너하임, 로스앤젤레스 (CA) ",40.5,7,2023-09-10,일,7.5,184356
햄튼 인 앤 스위트 애너하임 리조트 컨벤션 센터 (Hampton Inn & Suites Anaheim Resort Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.9,7,2023-09-10,일,9.1,203756
모자이크 호텔 (Mosaic Hotel),"비벌리 힐스, 로스앤젤레스 (CA) ",1.8,7,2023-09-10,일,8.8,320239
Skyways Hotel,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.4,7,2023-09-10,일,7.0,127053
라마다 바이 윈덤 애너하임 컨벤션 센터 (Ramada by Wyndham Anaheim Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.9,7,2023-09-10,일,7.7,209189
비벌리 로렐 모터 호텔 (Beverly Laurel Motor Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.2,244063
할리우드 인 익스프레스 LAX (Hollywood Inn Express LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.5,7,2023-09-10,일,8.2,206943
"Hotel Fera Anaheim, a DoubleTree by Hilton","애너하임, 로스앤젤레스 (CA) ",43.0,7,2023-09-10,일,7.8,186175
라마다 바이 윈덤 토런스 (Ramada by Wyndham Torrance),"토런스, 로스앤젤레스 (CA) ",27.6,7,2023-09-10,일,7.3,165157
1 호텔 웨스트 할리우드 (1 Hotel West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.7,618451
스테이플스 센터 인 (Metropolitan Inn & Suites),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,7.1,618451
베스트웨스턴 플러스 스위트 호텔 - 로스 앤젤레스 LAX 에어포트 (Best Western Plus Suites Hotel- Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,7,2023-09-10,일,8.0,196342
더 BLVD 호텔 앤 스파 (The BLVD Hotel & Spa),"유니버셜 시티, 로스앤젤레스 (CA) ",3.4,7,2023-09-10,일,7.7,285524
Doubletree by Hilton Buena Park,"부에나 파크, 로스앤젤레스 (CA) ",30.7,7,2023-09-10,일,8.1,178031
The Delphi,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.0,212508
슈퍼 8 바이 윈덤 헐리우드/La 에어리아 (Super 8 By Wyndham Hollywood/La Area),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,6.4,135254
힐튼 로스앤젤레스 컬버 시티 (Hilton Los Angeles Culver City),"컬버 시티, 로스앤젤레스 (CA) ",9.3,7,2023-09-10,일,7.9,238719
플라자 라 레이나 (Plaza la Reina),"웨스트우드, 로스앤젤레스 (CA) ",4.9,7,2023-09-10,일,8.9,299999
Moxy Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,9.9,255390
JW 메리어트 로스앤젤레스 L.A. 라이브 (JW Marriott Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,8.8,691735
MyStayLA,"코리아타운, 로스앤젤레스 (CA) ",1.8,7,2023-09-10,일,8.3,691735
알파인 인 니어 컨벤션 센터 앤 더 파크 (Alpine Inn near Convention Center and the Park),"애너하임, 로스앤젤레스 (CA) ",40.1,7,2023-09-10,일,8.9,202172
Pendry West Hollywood,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,9.0,539977
Sheraton Los Angeles San Gabriel,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",13.6,7,2023-09-10,일,8.6,206622
힐튼 로스앤젤레스 샌가브리엘 호텔 (Hilton Los Angeles San Gabriel Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",13.1,7,2023-09-10,일,8.1,181507
Glendale Hotel,"글렌데일, 로스앤젤레스 (CA) ",7.2,7,2023-09-10,일,8.4,125645
쇼어 호텔 (Shore Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.5,7,2023-09-10,일,8.7,546000
컴포트 인 코카투 니어 로스앤젤레스 에어포트 (Comfort Inn Cockatoo Near LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",14.1,7,2023-09-10,일,7.9,194392
에어스 호텔 오렌지 (Ayres Hotel Orange),"애너하임, 로스앤젤레스 (CA) ",42.9,7,2023-09-10,일,9.2,206751
글렌데일 익스프레스 호텔 (Glendale Express Hotel),"글렌데일, 로스앤젤레스 (CA) ",6.5,7,2023-09-10,일,7.7,175583
Found Santa Monica powered by Sonder,"산타 모니카, 로스앤젤레스 (CA) ",7.7,7,2023-09-10,일,8.4,175583
모텔 6 애너하임 메인게이트 (Motel 6 Anaheim Maingate),"애너하임, 로스앤젤레스 (CA) ",40.6,7,2023-09-10,일,7.5,142306
르 본 호텔 헐리우드 (Le Bon Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) ",0.0,7,2023-09-10,일,6.9,124510
